City,Venue,Venue Category
Şanlıurfa,Bucak Çiftlik,Farm
Şanlıurfa,Gap Sukay,Park
Şanlıurfa,Göbeklitepe At Ciftliği Cafe&Restaurant,Farm
Şanlıurfa,Atatürk Orman Çiftliği,Forest
Şanlıurfa,Tek Tek Dağları,National Park
Şanlıurfa,Harran Üniversitesi Kapalı Yüzme Havuzu,Pool
Şanlıurfa,Gülel Dinlenme Tesisleri,Rest Area
Şanlıurfa,Göbeklitepe Müze Shop,Gift Shop
Şanlıurfa,Cemre Apart & Rezidans,Bed & Breakfast
Şanlıurfa,Osmanbey Kampüsü Yemekhanesi,Food Court
Şanlıurfa,Şanlıurfa Spor Kamp Ve Antreman Tesisi,Soccer Field
Şanlıurfa,Çardak Cafe,Café
Şanlıurfa,Gölpınar Köyü,Vineyard
Şanlıurfa,Gölpınar Bağ Evi,Farm
Şanlıurfa,Demirol Tesisleri,Rest Area
Şanlıurfa,Demirol Dinlenme Tesisleri,Turkish Restaurant
Şanlıurfa,Çoban Deresi,Mountain
Şanlıurfa,Şefkat Dinlenme Tesisleri,Recreation Center
Şanlıurfa,Göbekli Tepe Seyir Tepesi,Tree
Şanlıurfa,Meraklı Köfteci,Kofte Place
Şanlıurfa,HRÜ Osmanbey Yerleskesi,Boarding House
Şanlıurfa,Kabahaydar Yeroluk Köyü,Farm
Şanlıurfa,ASRİ KÖYÜ MERKEZ/ŞANLIURFA,Botanical Garden
Şanlıurfa,Şanlıurfa Viranşehir Karayolu,Wine Bar
Şanlıurfa,Mello Koyu,Bay
Şanlıurfa,Viranşehir-Şanlırfa Kara Yolu,Pizza Place
Şanlıurfa,Akyüz İrice Köyü,Farm
Şanlıurfa,Tepedibi Köyü (Tek Tek Dağları ),Farm
Şanlıurfa,Tepedibi (Akyüz) Köyü,Farm
Şanlıurfa,Hamurkesen,Vineyard
Şanlıurfa,Birecik Kıyı Restaurant,Bistro
Şanlıurfa,Kânireşk ' À Cevhere É Remê,Farm
Uşak,Raket Tennis Club-UŞAK,Tennis Court
Uşak,Kuşhane Uşak,Restaurant
Uşak,Diamond Cafe,Café
Uşak,Club Mustang,Gym / Fitness Center
Uşak,İstanbul Çiğ Köfte,Cigkofte Place
Uşak,Akek Huzurkent Fırını,Bakery
Uşak,Domino's Pizza,Pizza Place
Uşak,Bonibon Cafe & Organizasyon,Arcade
Uşak,Asfalya,Dive Bar
Uşak,Şişko Çöp Şiş Restaurant,Steakhouse
Uşak,Beyaz Çiçekçilik,Flower Shop
Uşak,Porssche Club,Nightclub
Uşak,Treehouse Coffee & Roasting Co.,Café
Uşak,Portakal Çiçeği Cafe & Patisserie,Pastry Shop
Uşak,Tasarım Mesut,Health & Beauty Service
Uşak,Uludağ Tost Evi,Turkish Restaurant
Uşak,Değirmen Restaurant,Restaurant
Uşak,Killik,Steakhouse
Uşak,İsola Waffle & Kumpir,Café
Uşak,Uşak Yeni Arkeoloji Müzesi,History Museum
Uşak,Midyeci Macit - Ege Kralı,Seafood Restaurant
Uşak,Keyf-i Lokma,Dessert Shop
Uşak,Uşak Üniversitesi Kapalı Spor Salonu,Basketball Stadium
Uşak,Emine Kurabiye ve Pasta Evi,Dessert Shop
Uşak,Chicago Cafe & Bistro,Café
Uşak,Çobançesmesi Parkı,Park
Uşak,Yeldanlizade Tarhana Baba,Soup Place
Uşak,Pizza Pizzarro,Pizza Place
Uşak,Ata Köfte Restaurant,Restaurant
Uşak,Şefin Melodisi,Café
Uşak,The LLama,Restaurant
Uşak,Lumberjack,Café
Uşak,Kozz Shisha Lounge,Café
Uşak,Afacanlar Dunyasi Cafe Gold,Café
Uşak,Bisquitte,Restaurant
Uşak,Bargello Perfume,Cosmetics Shop
Uşak,Ella Çikolata Evi,Chocolate Shop
Uşak,Mozzo,Bistro
Uşak,Forever Fit Life / Health&fitness,Gym
Uşak,İkram Un Ürünleri,Café
Uşak,Hooqahbaz Shisha Lounge,Hookah Bar
Uşak,Tozlu Raf Kitap & Cafe,Bookstore
Uşak,Cinetime,Multiplex
Uşak,Gazi's Cafe Restaurant,Restaurant
Uşak,Guru Cafe & Patisserie,Café
Uşak,Koru Park,Park
Uşak,Koala Cafe & Bistro,Café
Uşak,Çakra Masaj Merkezi,Massage Studio
Uşak,Padişah restaurant,Dive Bar
Uşak,Gözde Et ve Et Ürünleri,Steakhouse
Uşak,RÖNESANS Health&Fitness Club,Gym
Uşak,Edebiyat Evi Kitap & Cafe,Café
Uşak,Keyif Sanat Kahvesi,Café
Uşak,Canım Ciğerim Yunus Usta'nın Yeri,Kebab Restaurant
Uşak,Club Arena Fitness Center,Gym / Fitness Center
Uşak,Asil Optik,Optical Shop
Uşak,Çitlembik Oyun & Cafe,Arcade
Uşak,Relax Club Sport Center,Gym
Uşak,Ottoman Nargile Atölyesi,Hookah Bar
Uşak,Zeugma Cafe Bistro,Café
Uşak,dadaş Ekmek,Bakery
Uşak,Vesaire Cafè & Bistro,Café
Uşak,Gratis,Cosmetics Shop
Uşak,Dal Playstation,Arcade
Uşak,Çağlar Dondurma,Ice Cream Shop
Uşak,Keyf-i Kültür & Kitap Cafe,Café
Uşak,Mutfak Karadeniz,Comfort Food Restaurant
Uşak,Bölme Et ve Et Ürünleri,Steakhouse
Uşak,Alpaslan Parkı,Park
Uşak,Piknik Döner Restaurant,Doner Restaurant
Uşak,Bölmeli Et&Mangal,Food Court
Uşak,Özsüt,Dessert Shop
Uşak,Pideci Arif - Gala Pide,Pide Place
Uşak,Köşk Restaurant,Comfort Food Restaurant
Uşak,Akar Restaurant,Restaurant
Uşak,Retro Varill,Café
Uşak,Uşak Harran Kebap Kemalöz,Kebab Restaurant
Uşak,Kayağıl Termal Tesisleri Spa Merkezi,Spa
Uşak,Lokkalata,Dessert Shop
Uşak,Aktif Spor Center,Gymnastics Gym
Uşak,Nest Otel,Hotel
Uşak,Komagene,Cigkofte Place
Uşak,Fora Balık,Seafood Restaurant
Uşak,Uşak Belediyesi Sosyal Tesisleri,Café
Uşak,Bahçenaz Cafe,Café
Uşak,Çamtepe Ekmek Fırını,Bakery
Uşak,White House Performance Hall,Pub
Uşak,Atapark,Park
Uşak,Divan Baklava& Pasta,Dessert Shop
Uşak,Shish Go Steak House,Steakhouse
Uşak,Güneş Pide Cafe & Restaurant,Pide Place
Uşak,Huzur Park,Park
Uşak,Yücell Hotel,Hotel
Uşak,Şakirr Cafe & Bistro,Café
Uşak,Toki Tepesi,Scenic Lookout
Uşak,Akcaylar Konfeksiyon,Clothing Store
Uşak,Masal Diyarı Çocuk Eğlence Merkezi,Playground
Uşak,Yildiz Pastanesi,Dessert Shop
Uşak,Kebabı Antep,Kebab Restaurant
Uşak,Kalfa Kapalı Yüzme Havuzu,Pool
Van,HOŞAP KALESİ,Historic Site
Van,Zernek Barajı,Tourist Information Center
Van,Hoşap Kalesi,Historic Site
Van,Çavuştepe Kalesi,Historic Site
Van,Doğu Dinlenme Tesisleri,Breakfast Spot
Van,zernek kalesi,Castle
Van,Gülmek Dewrimci Bir Eylemdir,Music Venue
Van,Çörekli Köyü,Plaza
Van,Erhan Elektrik,Arts & Crafts Store
Van,Park,Art Gallery
Van,hoşap fikrinin kahvesi,Café
Van,Koçgüden Köyü,Bay
Yozgat,Sorgun Belediyesi Sosyal Tesisleri,Restaurant
Yozgat,Kocareis Et Balık Restaurant,Restaurant
Yozgat,Kanyon Cafe & Restaurant,Café
Yozgat,Sorgun'un Bağları - Üç Tepeler,Garden
Yozgat,Kaptan Et Balık Restaurant,Seafood Restaurant
Yozgat,Üç Tepeler Piknik Alanı,Campground
Yozgat,Büyük Termal Otel Restaurant,Restaurant
Yozgat,Halil İbrahim Sofrası,Steakhouse
Yozgat,Dely Sevdam,Bar
Yozgat,Hacı'nın Yeri,Restaurant
Yozgat,Efsane Fitness Center,Gym / Fitness Center
Yozgat,Kayacık Otomotiv,Auto Garage
Yozgat,İskele Balık Evi,Seafood Restaurant
Yozgat,Bobbili Cafe,Café
Yozgat,Park Cafe,Café
Yozgat,Kerkenez Harabeleri,Historic Site
Yozgat,Öz Hacının Yeri,Kebab Restaurant
Yozgat,Safa Sorgun Thermal Hotel Wellness & SPA,Hotel
Yozgat,Araplar'ın Çay Ocağı,Tea Room
Yozgat,Bobbili Cafe & Düğün Salonu,Café
Yozgat,Salih Paşa Çay Bahçesi,Café
Yozgat,Lokman Hekim Kaplicalari,Motel
Yozgat,LC Waikiki,Clothing Store
Yozgat,Beyoğlu Restaurant,Restaurant
Yozgat,Konak Lokantası,Soup Place
Yozgat,Son Çare Meyhanesi,Dive Bar
Yozgat,İhtiyarın Yeri Et Mangal,Steakhouse
Yozgat,Arçelik,Electronics Store
Yozgat,Aşiyan Restaurant,Diner
Yozgat,Şahbazlar Restaurant,Turkish Home Cooking Restaurant
Yozgat,Sorgun Meydan,Plaza
Yozgat,Sorgun Büyük Termal Otel,Hotel
Yozgat,Dutluk Parkı,Park
Yozgat,Çiğdemli Çamlık,Forest
Yozgat,Çiğdemli Atış Poliğonu,Gun Shop
Yozgat,A.Cumafakılı Köyü,Rest Area
Zonguldak,Mizuna Cafe,Restaurant
Zonguldak,Egemenlik Esen Restorant,Dive Bar
Zonguldak,Nil Cafe,Café
Zonguldak,NesivaA Cafe,Café
Zonguldak,Katik Kahvalti,Breakfast Spot
Zonguldak,Çakaloğlu Değirmen Restaurant,Turkish Restaurant
Zonguldak,Cafe Family,Café
Zonguldak,İncir Ağacı Bistro Cafe,Bistro
Zonguldak,hoşgör,Beer Garden
Zonguldak,Devrek Çarşı,Pedestrian Plaza
Zonguldak,Yaşam Park,Turkish Restaurant
Zonguldak,Devrek Öğretmenevi,Turkish Restaurant
Zonguldak,Cafemizz,Café
Zonguldak,Cumhuriyet Meydanı,Plaza
Zonguldak,Sanayi Meşhur Tostcu Erol,Burger Joint
Zonguldak,Ziyafet Çigköfte,Kofte Place
Zonguldak,ŞahMat Cafe Restaurant,Café
Zonguldak,Özbağı Restaurant Recebin Yeri,BBQ Joint
Zonguldak,İnam Kardeşler,Furniture / Home Store
Zonguldak,Hoşgör Restaurant,Beer Garden
Zonguldak,Aile Çay Bahçesi,Park
Zonguldak,Veli Restaurant DEVREK,Restaurant
Zonguldak,Mazi Cafe,Café
Zonguldak,Devrek Meyve & Sebze Pazarı,Shopping Mall
Zonguldak,Odabaşı Halı Saha,Soccer Field
Zonguldak,Devrek Ögretmen Evi,Turkish Restaurant
Zonguldak,Berk Shop,Men's Store
Zonguldak,Nispet Bar,Bar
Zonguldak,Veli Restorant,Steakhouse
Zonguldak,Performans Spor Salonu,Gym
Zonguldak,Trophy club,Bar
Zonguldak,Devrek Bilim Kültür ve Spor Kulübü,Gym
Zonguldak,Takılmaca Cafe & Fast Food,Café
Zonguldak,Patron Köfte İzgara,Steakhouse
Zonguldak,Hayaltepe Bistro & Pub,Bar
Zonguldak,Ayvacıoğlu Kuyumculuk,Jewelry Store
Zonguldak,Devrek Bastoncular Çarşısı,Antique Shop
Zonguldak,Battalbey çiğköfte,Vegetarian / Vegan Restaurant
Zonguldak,kocakapı et pazarı,Steakhouse
Zonguldak,Bartin Yolunda,Trail
Zonguldak,Zonguldak Kent Orman,Campground
Zonguldak,Neco'nun Yeri,Steakhouse
Zonguldak,Devrek Gerze,Trail
Zonguldak,Milli Egemenlik Parkı,Park
Zonguldak,Yesil Vadi Restaurant,Steakhouse
Zonguldak,Şeref Pide,Pide Place
Zonguldak,kaymak dere restaurant,Turkish Restaurant
Zonguldak,Eceler,Mountain
Zonguldak,Erdemler Lokantası,Restaurant
Zonguldak,Dagların Arasında,Mountain
Zonguldak,Devrek 18 Canlı Alabalık Kır Lokantası - Pala'nın Yeri,Diner
Zonguldak,Ilıksu,Water Park
Zonguldak,Pembe Kösk,Turkish Restaurant
Zonguldak,Kızılcapınar Barajı,Reservoir
Zonguldak,Ayvatlar,Rest Area
Zonguldak,Kızılay AVM,Shopping Mall
Zonguldak,Karapınar,Scenic Lookout
Zonguldak,Madencioğlu Şelalesi,Campground
Zonguldak,sipahiler koyu,Forest
Zonguldak,KOZLUGÜNEY,Farm
Zonguldak,Beycuma Öz-Dur Pastanesi,Pide Place
Zonguldak,Beycuma Korucuk,Garden
Zonguldak,Mendeller Çayı,River
Zonguldak,dağköy hacı kadir duyar sosyal tesisleri,Mountain
Zonguldak,Çıplaklar Köyü,Forest
Zonguldak,Egerci Gerimogullari Süper Market,Big Box Store
Zonguldak,Eğerci Eczanesi,Pharmacy
Zonguldak,Karaman Merkez 67 Büfe,Smoke Shop
Zonguldak,Erbasak Tekstil,Tailor Shop
Zonguldak,Durupınar Köyü Kınıklar Mahallesi,Forest
Zonguldak,Kabalaklı,Mountain
Zonguldak,Göldağı Tabiat Parkı,Forest
Zonguldak,Kızılcapınar Köyü,Garden
Zonguldak,Karadeniz Ereğli Şeref Pide,Bistro
Zonguldak,Durdunun Yeri,Tea Room
Zonguldak,67 NZ 999,Moving Target
Zonguldak,Çay Köy,Tree
Zonguldak,GölDağı,Mountain
Zonguldak,Bakacakkadı,Food Court
Aksaray,Gülüm Pişmaniye,Dessert Shop
Aksaray,Ağaçlı Melendiz Otel,Hotel
Aksaray,MBT havuz & cafe,Café
Aksaray,Genç Osman Parkı,Park
Aksaray,Kiğılı,Men's Store
Aksaray,Karadeniz Pide Salonu,Bakery
Aksaray,Has Döner,Doner Restaurant
Aksaray,Ağaçlı Şarküteri,Deli / Bodega
Aksaray,Boldy Horseland,Farm
Aksaray,Meşhur Tostcu Lokman,Sandwich Place
Aksaray,Atölye,Café
Aksaray,New Anatolia Fitness Center,Gym / Fitness Center
Aksaray,EnnFit,Gym
Aksaray,Grand Altuntaş Hotel,Hotel
Aksaray,Otel Ahsaray,Hotel
Aksaray,Aksaray Olimpik Yüzme Havuzu,Pool
Aksaray,Foto İnci,Photography Studio
Aksaray,Özkaymak Dondurma,Ice Cream Shop
Aksaray,Elçibey Cafe & Restaurant,Restaurant
Aksaray,Şen Lokanta,Restaurant
Aksaray,Ağaçlı Restaurant,Restaurant
Aksaray,Sokak Kahvecisi,Coffee Shop
Aksaray,XBULL Gym & Fitness Center,Gym / Fitness Center
Aksaray,Hugo Lounge,Café
Aksaray,Güler Manav,Fruit & Vegetable Store
Aksaray,Safir Pastanesi,Pastry Shop
Aksaray,Arena Spor Kompleksi,Gym / Fitness Center
Aksaray,Sevilay Vodafone,Mobile Phone Shop
Aksaray,Saray Unlu Mamülleri,Bakery
Aksaray,Ağaçlı Turistik Tesisleri,Rest Area
Aksaray,Sarı Kum,Café
Aksaray,Memoil Murat Petrol,Recreation Center
Aksaray,Cowboys Burger,Burger Joint
Aksaray,He Store,Clothing Store
Aksaray,Tunalı Cafe & Bistro,Café
Aksaray,Tost Food,Sandwich Place
Aksaray,Yunus Market,Supermarket
Aksaray,Memişoğlu Trabzon Ekmek Pide Fırını,Bakery
Aksaray,Antepli Hasan Usta,Restaurant
Aksaray,GS Store,Clothing Store
Aksaray,Mavi Otel,Hotel
Aksaray,Ciğerci Bahattin,Kebab Restaurant
Aksaray,Blanca,Café
Aksaray,Bekmezci Mücevherat & Pırlanta,Jewelry Store
Aksaray,Energy Sport Center,Gym / Fitness Center
Aksaray,Hobi Bahçeleri,Garden
Aksaray,Almina Büfe,Smoke Shop
Aksaray,Villa Sanat Güzel Sanatlar Merkezi,Art Gallery
Aksaray,Yeşil İnci Künefe,Dessert Shop
Aksaray,Black GYM Fitness & Sport Centre,Gym
Aksaray,Waffle’E,Dessert Shop
Aksaray,Kardeşler Etli Ekmek,Turkish Restaurant
Aksaray,Kardeşler Etli Ekmek,Pide Place
Aksaray,Uluırmak Uygulama Oteli,Hotel
Aksaray,Aspava,Turkish Restaurant
Aksaray,Nuri Usta,Kebab Restaurant
Aksaray,Künefeland,Dessert Shop
Aksaray,Atatürk Parkı,Park
Aksaray,Abey Kebap,Restaurant
Aksaray,Boss Prive Cafe & Sisha Lounge,Café
Aksaray,Gold Vizyon Otel,Hotel
Aksaray,Mado,Ice Cream Shop
Aksaray,Közde Kokoreç,Kokoreç Restaurant
Aksaray,Köfteci Yusuf,Kofte Place
Aksaray,Kılıçarslan Parkı,Park
Aksaray,Somuncu Baba Minyatür Müzesi,History Museum
Aksaray,Simit Cafe,Bagel Shop
Aksaray,Lalebağı,Garden
Aksaray,Durmaz Oto Tamir,Auto Garage
Aksaray,Yeşilay Restaurant,Steakhouse
Aksaray,Akademi Spor Kulübü,Gym / Fitness Center
Aksaray,Morina Balık Restaurant,Seafood Restaurant
Aksaray,McDonald's,Fast Food Restaurant
Aksaray,Kuzucular Park Hotel,Hotel
Aksaray,Şehitlik Parkı,Park
Aksaray,Tadım Balık,Seafood Restaurant
Aksaray,Derman Eczanesi,Pharmacy
Aksaray,Parksite Teras,Food Court
Aksaray,Peskopat PS3,Arcade
Aksaray,Gazikent Dinlenme Tesisleri,Turkish Restaurant
Aksaray,Zinciriye Medresesi,Historic Site
Aksaray,Pasaport Pizza,Pizza Place
Aksaray,Etci Kasap & Restaurant,Steakhouse
Aksaray,Eğri Minare,Historic Site
Aksaray,Vodvil,Café
Aksaray,La Hora Cafe & Restaurant,Café
Aksaray,LC Waikiki,Clothing Store
Aksaray,Şanlı Çiğköfte,Cigkofte Place
Aksaray,Has Döner,Doner Restaurant
Aksaray,Grand Saatçioğlu Otel,Hotel
Aksaray,Kahverengi Cafe,Café
Aksaray,Hajivat,Café
Aksaray,Kültür Park,Park
Aksaray,Çamlı Köşk Kafe,Café
Aksaray,Kardeşler Etli Ekmek,Turkish Restaurant
Aksaray,Has Döner,Doner Restaurant
Aksaray,Yemen Kahvesi,Coffee Shop
Aksaray,Aksaray Üniversitesi Yarı Olimpik Yüzme Havuzu,Pool
Aksaray,Mercedes Benz Bayraktarlar,Auto Dealership
Aksaray,Mado,Café
Bayburt,Waffle Huis,Dessert Shop
Bayburt,Büyük Bayburt Oteli,Hotel
Bayburt,Cafe Çinimaçin,Café
Bayburt,Bayburt Konaklama,Hotel
Bayburt,Yenişehir Parkı,Park
Bayburt,Uva Kahvaltı & Tatlı,Breakfast Spot
Bayburt,Şehit Osman Tepesi,Scenic Lookout
Bayburt,Meşhur Adıyaman Çiğ Köftecisi,Cigkofte Place
Bayburt,Kahve Sokağı,Coffee Shop
Bayburt,Ali Dayı'nın Yeri,Tea Room
Bayburt,Nasip Pide,Pide Place
Bayburt,Keep Fit,Gym / Fitness Center
Bayburt,Sebat Dürüm,Kebab Restaurant
Bayburt,Esnaf Çorbacısı,Soup Place
Bayburt,Sash Coffee,Café
Bayburt,Aslandağı Piknik Alanı,Park
Bayburt,Tuğra Fitness Salonu,Gym
Bayburt,Bayburt Olimpik Yüzme Havuzu,Pool
Bayburt,Bahane Patisserie,Café
Bayburt,Çayhane,Tea Room
Bayburt,Kalepark,Café
Bayburt,Bayramefendi Osmanlı Kahvecisi,Coffee Shop
Bayburt,Beyaz Saray Çay Evi,Café
Bayburt,Aile Kasabı,Steakhouse
Bayburt,1453 Kaffa,Café
Bayburt,Simitçi Dünyası,Bagel Shop
Bayburt,Eren Baba Pide Salonu,Pide Place
Bayburt,Şehit Osman Aile Çay Bahçesi,Tea Room
Bayburt,Bayburt Üniversitesi Konukevi,Boarding House
Bayburt,Rabia Kadıoğlu Parkı,Park
Bayburt,Takıl'es Pizza,Pizza Place
Bayburt,Bayburt Kalesi,Castle
Bayburt,Battalbey Çiğköfte,Cigkofte Place
Bayburt,Gizli Bahçe,Tea Room
Bayburt,Bayburt Fitness,Gym / Fitness Center
Bayburt,Turkcell İletişim Merkezi,Mobile Phone Shop
Bayburt,Zafer Lokantası,Turkish Restaurant
Bayburt,Elif Pide Salonu,Pide Place
Bayburt,İstanbul Güzellik Merkezi,Nail Salon
Bayburt,Stadyum Playstation,Arcade
Bayburt,Bayburt Öğretmenevi,Boarding House
Bayburt,Kafedeyiz,Café
Bayburt,Lc Waikiki,Clothing Store
Bayburt,Gönül Sarayı,Café
Bayburt,Geyik Cafe,Café
Bayburt,Yakamoz Alabalık Restoran,Fish & Chips Shop
Bayburt,Yaylalar Köyü,Pedestrian Plaza
Karaman,Duru Bulgur,Herbs & Spices Store
Karaman,New Karaman Otel,Hotel
Karaman,Marina Pizza,Pizza Place
Karaman,Tartanzade  Konağı,Historic Site
Karaman,Maxpora Yüzme Havuzu Ve Fitness Salonu,Gym Pool
Karaman,Orkide Restaurant,Gastropub
Karaman,Queen  Waffle,Dessert Shop
Karaman,Özlem Köfte & Kokoreç,Diner
Karaman,Express Lounge,Restaurant
Karaman,No 8 Cafe & Bistro,Bistro
Karaman,Köşe Başı Yemek Evi,Comfort Food Restaurant
Karaman,Aygün Hotel,Hotel
Karaman,İbrala Baraj Gölü,Lake
Karaman,Diyar Burma Künefe,Dessert Shop
Karaman,Kervan Bahçe Pasta Cafe Restaurant,Café
Karaman,Sportime Fitness,Gym
Karaman,Halk Sebze Ve Meyve Marketi,Convenience Store
Karaman,Antik Hatay Künefe,Dessert Shop
Karaman,Marina Pizza,Pizza Place
Karaman,Bono Pizza,Pizza Place
Karaman,Sevgi Eczanesi Karaman,Pharmacy
Karaman,Palmiye Tost Sarayı,Sandwich Place
Karaman,Yosun Büfe,Turkish Restaurant
Karaman,Yaparlar Avm,Department Store
Karaman,Sultana Künefe,Dessert Shop
Karaman,Gül Restaurant,Restaurant
Karaman,Bayramefendi Osmanlı Kahvecisi,Coffee Shop
Karaman,Karabüber Kebap Salonu,Turkish Restaurant
Karaman,Tatlıses Çiğ Köfte,Snack Place
Karaman,Güvenoğulları Zırhda Etli Ekmek & Tava,Bakery
Karaman,Şafak Usta Parmak Kebap Salonu,Restaurant
Karaman,Grand Point Bistro Cafe,Bistro
Karaman,Sultan Sofrası,Comfort Food Restaurant
Karaman,Mercan Balık Restaurant,Seafood Restaurant
Karaman,Sarı Çiçek Parkı,Park
Karaman,Adıyaman Çiğ Köfte,Cigkofte Place
Karaman,Heffalump,Coffee Shop
Karaman,Kervan Pastaneleri,Dessert Shop
Karaman,Baco's Playstation,Gaming Cafe
Karaman,Almila Cafe & Restaurant,Turkish Restaurant
Karaman,Şener Kahvaltı Salonu,Breakfast Spot
Karaman,Gral Lokma,Dessert Shop
Karaman,Şebnem Pastanesi,Pastry Shop
Karaman,Çukur Nargile Cafe,Café
Karaman,Karaman Bilişim Turkcell,Electronics Store
Karaman,sofra 70,Restaurant
Karaman,İkinci Bahar Lokantası,Restaurant
Karaman,Meram Çıtır Simit,Bagel Shop
Karaman,Henry Jones,Café
Karaman,Erdoğanlar Pide Fırını,Turkish Restaurant
Karaman,Gratis,Cosmetics Shop
Karaman,Voswos Cafe & Bistro,Café
Karaman,Kahve Çekirdeği,Café
Karaman,Karaman Polisevi,Hotel
Karaman,Kampüs Büfe,Café
Karaman,Kübra Mantı & Börek,Snack Place
Karaman,Gülüm Ocakbaşı Restaurant,Turkish Restaurant
Karaman,Simit Time,Bagel Shop
Karaman,Nadir Otel,Hotel
Karaman,Sultan İskender,Turkish Restaurant
Karaman,HB Waffle,Dessert Shop
Karaman,Kızılötesi Bilgisayar,Electronics Store
Karaman,Karaman Hobi Bahçeleri,Garden
Karaman,Şorba Mangal,Kebab Restaurant
Karaman,TOFAŞ RESTAURANT & BAR,Restaurant
Karaman,Türk Dünyası Kültür Parkı,Park
Karaman,Prof. Dr. Necmettin Erbakan Parkı,Park
Karaman,BİM,Grocery Store
Karaman,Elfida Izgara ve Aile Çay Bahçesi,Park
Karaman,Lezzet Köşesi,Turkish Restaurant
Karaman,Özen Halısaha,Soccer Stadium
Karaman,Karaman Kalesi,Historic Site
Karaman,Grand Karaman Otel,Hotel
Karaman,Tilki tepesi,Scenic Lookout
Karaman,Milkbar Brother's,Café
Karaman,Aygün Pide Restaurant,Pide Place
Karaman,Eredem Park Cafe Restaurant,Café
Karaman,Blackpoint parfüm,Cosmetics Shop
Karaman,Işıkoğulları Pastanesi,Ice Cream Shop
Karaman,Birtat Restaurant,Restaurant
Karaman,Yurtsan Restaurant,Restaurant
Karaman,Kemal Kaynaş Spor Kompleksi,Soccer Stadium
Karaman,Sarraflar Sokagı,Jewelry Store
Karaman,Yemen Kahvesi,Café
Karaman,Perşembe Pazarı🍒,Market
Karaman,Atatürk Parkı,Plaza
Karaman,Binbir Tat Ocakbaşı,Kebab Restaurant
Karaman,Keskinler Etliekmek ve Pide Fırını,Bakery
Karaman,Çello,Café
Karaman,Mersin Tantuni,Fast Food Restaurant
Karaman,TRUVA PARK,Farm
Karaman,Gödet Baraj Gölü,Lake
Karaman,Gökçe Çamlığı,Other Great Outdoors
Karaman,Elmadalı Kahvaltı Tepesi,Buffet
Karaman,Işıkoğulları Pastanesi Toki,Dessert Shop
Karaman,Kartay Atli Spor Klubu,Zoo Exhibit
Karaman,Acar Alabalık,Fish & Chips Shop
Karaman,A101,Grocery Store
Karaman,Yeşil Dere Acar Balık Restaurant,Seafood Restaurant
Karaman,Yeni Toki Spor Alanı,Park
Kırıkkale,Seven Bilgisayar,Electronics Store
Kırıkkale,Acı & Tatlı,Fast Food Restaurant
Kırıkkale,BlackBullCoffee,Coffee Shop
Kırıkkale,Mackbear Coffee Co.,Coffee Shop
Kırıkkale,AY'S SPOR MERKEZİ BULVAR,Gym / Fitness Center
Kırıkkale,İkizler Pide Salonu,Middle Eastern Restaurant
Kırıkkale,Gaziantep Keyf-İ Künefe,Dessert Shop
Kırıkkale,ZEUS GYM FİTNESS CLUB,Gym / Fitness Center
Kırıkkale,Kırıkkale Büyük Şehir Parkı,Park
Kırıkkale,Bayram Efendi Osmanlı Kahvecisi (Merkez),Coffee Shop
Kırıkkale,NOA Sport Club,Gym
Kırıkkale,Cesa Kokoreç,Kokoreç Restaurant
Kırıkkale,Hatır Kahvesi Cafe Bistro,Café
Kırıkkale,gölge korku evi,Arcade
Kırıkkale,Mevlana Konya ETLİ EKMEK,Diner
Kırıkkale,İzzet İkram Sofrası,Turkish Restaurant
Kırıkkale,Kaplan Kuyumculuk,Jewelry Store
Kırıkkale,Eko Bilgisayar Sistemleri,Electronics Store
Kırıkkale,Cafe De Petra Bistro & Cafe,Café
Kırıkkale,Cigerci Bahri,Comfort Food Restaurant
Kırıkkale,Lokmalata “Yeni Nesil Lokma”,Dessert Shop
Kırıkkale,Nevizade Kokoreç,Diner
Kırıkkale,İpekci Gold Otel & Spa,Hotel
Kırıkkale,ikimiz bira salonu,Beer Garden
Kırıkkale,Kırıkkale MKE Fikret Karabudak Stadyumu,Soccer Stadium
Kırıkkale,Cool Escape Cafe & Bistro,Café
Kırıkkale,Ada Döner,Doner Restaurant
Kırıkkale,Fit For Life Yasam Ve Spor Merkezi,Gym
Kırıkkale,Nuri Dayı'nın Yeri,Café
Kırıkkale,Kurukahveci necati,Coffee Shop
Kırıkkale,Göztepe Pide Kebap,Restaurant
Kırıkkale,Taksim Fastfood,Fast Food Restaurant
Kırıkkale,Koton,Clothing Store
Kırıkkale,Cev-İ Derya Yahşihan Aile Restaurant,Turkish Restaurant
Kırıkkale,Çaytaze,Café
Kırıkkale,Şehitler Parkı HUZURLU BAHÇE,Park
Kırıkkale,Hokkabazz Cafe & Bistro,Café
Kırıkkale,Milkbar Brother's,Café
Kırıkkale,Güzel Bahçe,Botanical Garden
Kırıkkale,KöşeBaşı Ceviz,Café
Kırıkkale,Maxpora Kırıkkale,Gym / Fitness Center
Kırıkkale,Ross Caffee House,Coffee Shop
Kırıkkale,Üzüm Kitchen& Burger House,Burger Joint
Kırıkkale,Hasandede Türbesi,Historic Site
Kırıkkale,Mack Bear Coffee Co.,Coffee Shop
Kırıkkale,LTB SMAÇ,Department Store
Kırıkkale,Acıktım Ustam Pide Kebap Salonu,Restaurant
Kırıkkale,Lezzet-i Şahane,Café
